종목코드,종목명
384470,코어라인소프트
029960,코엔텍
102940,코오롱생명과학
950160,코오롱티슈진
033290,코웰패션
056360,코위버
282880,코윈테크
121850,코이즈
448710,코츠테크놀로지
126730,코칩
015710,코콤
052330,코텍
322780,코퍼스코리아
200130,콜마비앤에이치
294570,쿠콘
317690,퀀타매트릭스
078940,퀀타피아
227100,퀀텀온
432720,퀄리타스반도체
365270,큐라클
348080,큐라티스
060280,큐렉소
372320,큐로셀
051780,큐로홀딩스
115180,큐리언트
445680,큐리옥스바이오시스템즈
182360,큐브엔터
405100,큐알티
066310,큐에스아이
016600,큐캐피탈
355390,크라우드웍스
096240,크레버스
040350,크레오에스지
110790,크리스에프앤씨
900250,크리스탈신소재
045520,크린앤사이언스
036170,클라우드에어
214150,클래시스
352770,클리노믹스
237880,클리오
139670,키네마스터
413600,키움제6호스팩
433530,키움제7호스팩
446840,키움제8호스팩
054780,키이스트
219130,타이거일렉
360070,탑머티리얼
065130,탑엔지니어링
134580,탑코미디어
023160,태광
323280,태성
053620,태양
044490,태웅
124560,태웅로직스
191420,테고사이언스
073640,테라사이언스
066700,테라젠이텍스
095610,테스
064520,테크엘
089030,테크윙
054450,텔레칩스
200230,텔콘RF제약
393210,토마토시스템
215480,토박스코리아
051360,토비스
045340,토탈소프트
108230,톱텍
079970,투비소프트
199800,툴젠
417790,트루엔
290090,트윔
026150,특수건설
464280,티디에스팜
322180,티라유텍
117730,티로보틱스
033830,티비씨
057680,티사이언티픽
204610,티쓰리
064760,티씨케이
246710,티앤알바이오팹
340570,티앤엘
043220,티에스넥스젠
277880,티에스아이
131290,티에스이
425420,티에프이
131100,티엔엔터테인먼트
356860,티엘비
062860,티엘아이
321550,티움바이오
425040,티이엠씨
241790,티이엠씨씨엔에스
104480,티케이케미칼
081150,티플랙스
130740,티피씨글로벌
084730,팅크웨어
440110,파두
033540,파라텍
388870,파로스아이바이오
043200,파루
214450,파마리서치
208340,파멥신
177830,파버나인
037070,파세코
150900,파수
037030,파워넷
047310,파워로직스
368770,파이버프로
170790,파이오링크
049120,파인디앤씨
038950,파인디지털
441270,파인엠텍
106240,파인테크닉스
131760,파인텍
065690,파커스
140860,파크시스템스
091700,파트론
032800,판타지오
318010,팜스빌
027710,팜스토리
225590,패션플랫폼
054300,팬스타엔터프라이즈
068050,팬엔터테인먼트
222110,팬젠
271830,팸텍
263750,펄어비스
251970,펌텍코리아
168360,펨트론
087010,펩트론
064800,포니링크
119500,포메탈
389140,포바이포
105760,포스뱅크
009520,포스코엠텍
189690,포시에스
318020,포인트모바일
256630,포인트엔지니어링
331380,포커스에이치엔에스
472850,폰드그룹
039980,폴라리스AI
041910,폴라리스AI파마
234100,폴라리스세원
041020,폴라리스오피스
114630,폴라리스우노
290720,푸드나무
005670,푸드웰
094940,푸른기술
057880,푸른소나무
007330,푸른저축은행
093380,풍강
023900,풍국주정
371950,풍원정밀
370090,퓨런티어
445180,퓨릿
151910,퓨처코어
220100,퓨쳐켐
035200,프럼파스트
334970,프레스티지바이오로직스
321260,프로이천
053610,프로텍
303360,프로티아
377220,프롬바이오
335810,프리시젼바이오
053160,프리엠스
405000,플라즈맵
041590,플래스크
367000,플래티어
075130,플랜티넷
237820,플레이디
023770,플레이위드
019570,플루토스
300080,플리토
033790,피노
032580,피델릭스
051380,피씨디렉트
241820,피씨엘
237750,피앤씨테크
460940,피앤에스미캐닉스
319660,피에스케이
031980,피에스케이홀딩스
002230,피에스텍
043370,피에이치에이
239890,피엔에이치테크
347740,피엔케이피부임상연구센타
137400,피엔티
257370,피엔티엠에스
147760,피엠티
128660,피제이메탈
006140,피제이전자
376180,피코그램
304840,피플바이오
087600,픽셀플러스
291810,핀텔
378340,필에너지
161580,필옵틱스
347770,핌스
163730,핑거
417180,핑거스토리
446750,하나26호스팩
448370,하나27호스팩
454750,하나28호스팩
454640,하나29호스팩
469880,하나30호스팩
469900,하나31호스팩
475240,하나32호스팩
475250,하나33호스팩
406760,하나금융21호스팩
418170,하나금융22호스팩
435620,하나금융25호스팩
299030,하나기술
067310,하나마이크론
166090,하나머티리얼즈
136480,하림
003380,하림지주
450330,하스
101670,하이드로리튬
365590,하이딥
149980,하이로닉
013030,하이록코리아
126700,하이비젼시스템
106080,하이소닉
450050,하이제8호스팩
160190,하이젠알앤엠
221840,하이즈항공
106190,하이텍팜
065650,하이퍼코퍼레이션
066130,하츠
004590,한국가구
039340,한국경제TV
034950,한국기업평가
222980,한국맥널티
256840,한국비엔씨
219750,한국비티비
025550,한국선재
017890,한국알콜
080720,한국유니온제약
063570,한국전자금융
041460,한국전자인증
101680,한국정밀기계
039740,한국정보공학
053300,한국정보인증
025770,한국정보통신
458610,한국제12호스팩
464440,한국제13호스팩
477530,한국제14호스팩
479880,한국제15호스팩
062970,한국첨단소재
023760,한국캐피탈
054040,한국컴퓨터
021650,한국큐빅
032300,한국파마
037230,한국팩키지
030520,한글과컴퓨터
052600,한네트
256150,한독크린텍
092460,한라IMS
452190,한빛레이저
047080,한빛소프트
452280,한선엔지니어링
066980,한성크린텍
114810,한솔아이원스
070590,한솔인티큐브
226440,한송네오텍
042520,한스바이오메드
430690,한싹
078350,한양디지텍
045100,한양이엔지
320000,한울반도체
091440,한울소재과학
024740,한일단조
005860,한일사료
007770,한일화학
198940,한주라이트메탈
058450,한주에이알티
107640,한중엔시에스
079170,한창산업
054920,한컴위드
457370,한켐
002680,한탑
430460,한화플러스제3호스팩
455310,한화플러스제4호스팩
034810,해성산업
03481K,해성산업1우
059270,해성에어로보틱스
076610,해성옵틱스
220180,핸디소프트
900270,헝셩그룹
214180,헥토이노베이션
234340,헥토파이낸셜
084990,헬릭스미스
187660,현대ADM
170030,현대공업
319400,현대무벡스
048410,현대바이오
052260,현대바이오랜드
016790,현대사료
041440,현대에버다임
039010,현대에이치티
090850,현대이지웰
460930,현대힘스
092300,현우산업
138360,협진
011080,형지I&C
060560,홈센타홀딩스
064240,홈캐스트
039610,화성밸브
126640,화신정공
127980,화인써키트
061250,화일약품
097870,효성오앤비
290270,휴네시온
353190,휴럼
192410,휴림네트웍스
090710,휴림로봇
078590,휴림에이텍
205470,휴마시스
115160,휴맥스
028080,휴맥스홀딩스
175140,휴먼테크놀로지
200670,휴메딕스
065510,휴비츠
215090,휴센텍
263920,휴엠앤씨
243070,휴온스
084110,휴온스글로벌
145020,휴젤
024060,흥구석유
010240,흥국
189980,흥국에프엔비
037440,희림
238490,힘스
